location	TU ID	Sense tags	Annotation	Antisense tags
Chr	TU1877	NA	NA	sll1869; sll1870
Chr	TU1876	sll1869; sll1870	probable dioxygenase; Rieske iron-sulfur component ; ATP-binding protein of ABC transporter	slr1982; slr1983
Chr	TU1878	slr1984	30S ribosomal protein S1	SyR6
Chr	TU1879	NA	NA	slr1984
Chr	TU1880	SyR6	NA	slr1984
Chr	TU1882	NA	NA	SyR6
Chr	TU1881	SyR6	NA	slr1984
Chr	TU1883	NA	NA	sll1868
Chr	TU1885	NA	NA	sll1390; sll1866; sll1867
Chr	TU1884	sll1867	photosystem II D1 protein	NA
Chr	TU1886	sll1390; sll1866	hypothetical protein ; hypothetical protein	NA
Chr	TU1887	NA	NA	NA
Chr	TU1888	ssl2717	hypothetical protein	NA
Chr	TU1889	sll1388; sll1389	hypothetical protein ; hypothetical protein	NA
Chr	TU1890	6803t19	NA	NA
Chr	TU1891	smr0010; ncr0800	cytochrome b6-f complex subunit 5 ; ncRNA	sll1387
Chr	TU1892	sll1387	serine/threonine protein phosphatase PppA	smr0010; ncr0800
Chr	TU1893	NA	NA	sll1386
Chr	TU1894	sll1386	hypothetical protein	NA
Chr	TU1895	slr1467	precorrin-8X methylmutase	NA
Chr	TU1896	NA	NA	slr1467
Chr	TU1897	NA	NA	slr1467
Chr	TU1898	smr0011; slr1469; slr1470; slr1471; slr1472	50S ribosomal protein L34 ; protein subunit of ribonuclease P (RNase P) ; hypothetical protein ; hypothetical protein ; hypothetical protein	sll1384
Chr	TU1899	NA	NA	smr0011; slr1469; slr1470; slr1471; slr1472
Chr	TU1900	NA	NA	smr0011; slr1469; slr1470; slr1471; slr1472
Chr	TU1902	NA	NA	sll1382; sll1383; sll1384
Chr	TU1901	sll1384	similar to DnaJ protein	smr0011; slr1469; slr1470; slr1471; slr1472
Chr	TU1903	sll1382; sll1383	ferredoxin; petF-like protein ; probable myo-inositol-1(or 4)-monophosphatase	NA
Chr	TU1904	6803t20	NA	NA
Chr	TU1905	ffs; slr1474	ncRNA; hypothetical protein	sll1380; sll1381
Chr	TU1907	NA	NA	sll1380; sll1381
Chr	TU1906	sll1380; sll1381	periplasmic protein; function unknown ; hypothetical protein	ffs; slr1474; slr1475
Chr	TU1909	slr1476	aspartate carbamoyltransferase	sll1377; sll1378
Chr	TU1908	NA	NA	slr1475; slr1476
Chr	TU1910	NA	NA	slr1476
Chr	TU1912	NA	NA	sll1377; sll1378
Chr	TU1911	sll1377; sll1378	probable glycosyltransferase ; periplasmic protein; function unknown	slr1476
Chr	TU1913	slr1478	hypothetical protein	NA
Chr	TU1914	NA	NA	sll1376
Chr	TU1915	sll1376	bifunctional sterol desaturase.short chain dehydrogenase	NA
Chr	TU1917	NA	NA	Norf6; sll1374
Chr	TU1916	NA	NA	NA
Chr	TU1919	NA	NA	Norf6; sll1374
Chr	TU1920	NA	NA	Norf6; sll1374
Chr	TU1918	Norf6; sll1374	pseudogene; probable sugar transporter	NA
Chr	TU1921	sll1372; sll1373	hypothetical protein ; unknown protein	NA
Chr	TU1922	sll1371	catabolite gene activator protein	NA
Chr	TU1923	ncl0900	NA	ncr0820
Chr	TU1924	NA	NA	NA
Chr	TU1925	sll1370	mannose-1-phosphate guanylyltransferase 	NA
Chr	TU1926	sll1182; sll1369; sll1370	cytochrome b6-f complex alternative iron-sulfur su bunit (Rieske iron sulfur protein) ; putative peptidase ; mannose-1-phosphate guanylyltransferase	NA
Chr	TU1928	NA	NA	sll1181
Chr	TU1927	sll1181	HlyD family secretion protein	NA
Chr	TU1930	NA	NA	sll1180
Chr	TU1929	sll1180	HlyB family protein	NA
Chr	TU1931	ncl0910	NA	NA
Chr	TU1932	NA	NA	NA
Chr	TU1933	slr1265	DNA-directed RNA polymerase subunit gamma	sll1178
Chr	TU1935	NA	NA	sll1178
Chr	TU1936	NA	NA	sll1178
Chr	TU1937	NA	NA	sll1178
Chr	TU1938	slr1266; slr1267; slr1269	hypothetical protein ; cell division protein FtsW ; gamma-glutamyltranspeptidase	sll1178
Chr	TU1934	sll1178	nodulation protein	slr1265; slr1266; slr1267; slr1269
Chr	TU1939	NA	NA	slr1266; slr1267; slr1269
Chr	TU1940	NA	NA	slr1266; slr1267; slr1269
Chr	TU1941	NA	NA	slr1266; slr1267; slr1269
Chr	TU1942	slr1270; slr1271	periplasmic protein; function unknown ; probable UDP-N-acetyl-D-mannosaminuronic acid tran sferase	ncl0920
Chr	TU1944	NA	NA	ncl0920
Chr	TU1943	ncl0920	NA	slr1270; slr1271
Chr	TU1945	slr1272; slr1273; ncr0830; slr1274; slr1275; slr1276	probable porin: major outer membrane protein ; hypothetical protein ; ncRNA; probable fimbrial assembly protein PilM; required for motility ; hypothetical protein ; hypothetical protein	NA
Chr	TU1946	slr1277	general secretion pathway protein D	sll1174
Chr	TU1947	NA	NA	slr1277
Chr	TU1948	NA	NA	slr1277
Chr	TU1949	sll1174	unknown protein	NA
Chr	TU1950	NA	NA	slr1278
Chr	TU1951	NA	NA	sll1172
Chr	TU1952	sll1172	threonine synthase	slr1278
Chr	TU1953	ncr0840	NA	NA
Chr	TU1954	ncr0840; slr1279; slr1280; slr1281	ncRNA; NADH dehydrogenase subunit 3 ; NADH dehydrogenase subunit NdhK ; NADH dehydrogenase subunit I	NA
Chr	TU1955	NA	NA	NA
Chr	TU1956	slr1282; slr1283	putative transposase [ISY508_b] ; putative transposase [ISY508_b]	NA
Chr	TU1957	ncr0860; slr1285	ncRNA; two-component sensor histidine kinase	sll1167; ncl0930
Chr	TU1958	NA	NA	sll1167
Chr	TU1959	sll1167	penicillin-binding protein 4	NA
Chr	TU1960	ssr2130; slr1287; slr1288	hypothetical protein ; hypothetical protein ; hypothetical protein	NA
Chr	TU1961	ssaA	NA	sll1166; pRNA
Chr	TU1963	NA	NA	sll1443; sll1444; sll1446; sll1447; sll1166
Chr	TU1962	sll1443; sll1444; sll1446; sll1447; sll1166	CTP synthetase ; 3-isopropylmalate dehydratase small subunit ; hypothetical protein ; hypothetical protein ; hypothetical protein	NA
Chr	TU1964	ssl2807	hypothetical protein	NA
Chr	TU1965	sll1441	acyl-lipid desaturase (omega-3) 	NA
Chr	TU1966	NA	NA	sll1441
Chr	TU1967	sll1441	delta 15 desaturase	NA
Chr	TU1968	sll1440	pyridoxamine 5'-phosphate oxidase	NA
Chr	TU1969	slr1530	hypothetical protein	sll1439
Chr	TU1970	slr1531	signal recognition particle protein	sll1436; sll1437
Chr	TU1971	sll1436; sll1437	putative transposase [ISY100_q] ; putative transposase [ISY100_q]	slr1531
Chr	TU1972	sll1435	aspartyl.glutamyl-tRNA amidotransferase subunit B	NA
Chr	TU1974	NA	NA	sll1434
Chr	TU1975	NA	NA	sll1434
Chr	TU1976	NA	NA	sll1434
Chr	TU1973	sll1434	penicillin-binding protein 1B	NA
Chr	TU1977	NA	NA	sll1432; sll1433
Chr	TU1979	NA	NA	sll1432; sll1433
Chr	TU1978	sll1432; sll1433	putative hydrogenase expression/formation protein HypB ; hypothetical protein	NA
Chr	TU1980	slr1533; slr1534	hypothetical protein ; hypothetical protein	NA
Chr	TU1981	NA	NA	slr1533; slr1534
Chr	TU1982	slr1152	hypothetical protein	sll1104; ssl2162
Chr	TU1983	ssl2162	unknown protein	slr1152
Chr	TU1984	NA	NA	sll1104
Chr	TU1985	sll1102; sll1103; sll1104	integral membrane protein (small) of a TRAP-type p ermease that mediates sodium-dependent glutamate transpor t GtrA ; integral membrane protein (large) of a TRAP-type p ermease that mediates sodium-dependent glutamate transpor t GtrB ; periplasmic substrate-binding protein of a TRAP-ty pe permease that mediates sodium-dependent glutamate tran sport GtrC	NA
Chr	TU1987	NA	NA	sll1096; sll1097; sll1098; sll1099; sll1101
Chr	TU1988	NA	NA	sll1096; sll1097; sll1098; sll1099; sll1101
Chr	TU1989	NA	NA	sll1096; sll1097; sll1098; sll1099; sll1101
Chr	TU1990	NA	NA	sll1095; sll1096; sll1097; sll1098; sll1099; sll1101
Chr	TU1986	sll1096; sll1097; sll1098; sll1099; sll1101	30S ribosomal protein S12 ; 30S ribosomal protein S7 ; elongation factor EF-G ; elongation factor Tu ; 30S ribosomal protein S10	NA
Chr	TU1991	sll1095	hypothetical protein	NA
Chr	TU1992	NA	NA	slr1159
Chr	TU1993	slr1159	glycinamide ribonucleotide synthetase 	NA
Chr	TU1994	slr1160	periplasmic protein; function unknown	ssl2153
Chr	TU1995	NA	NA	ssl2153
Chr	TU1996	NA	NA	sll1094
Chr	TU1998	ncr0880	NA	ncl0950
Chr	TU1997	ncl0950	NA	ncr0880
Chr	TU1999	slr1161; slr1162	hypothetical protein ; unknown protein	NA
Chr	TU2000	slr1163	unknown protein 	NA
Chr	TU2001	ssl2148	hypothetical protein	slr1163
Chr	TU2002	NA	NA	NA
Chr	TU2003	slr1164	ribonucleotide reductase subunit alpha	NA
Chr	TU2004	NA	NA	slr1164
Chr	TU2005	NA	NA	slr1164
Chr	TU2006	slr1165; slr1166	sulfate adenylyltransferase ; UDP-glucose:tetrahydrobiopterin glucosyltransferas e	NA
Chr	TU2007	NA	NA	ssl2138
Chr	TU2008	sll1091	43 kD bacteriochlorophyll synthase subunit	NA
Chr	TU2009	ncr0890; slr1167; slr1168; slr1169	ncRNA; glycerol dehydrogenase ; unknown protein ; unknown protein	NA
Chr	TU2010	slr1170	hypothetical protein	NA
Chr	TU2011	slr1171; smr0014	glutathione peroxidase-like NADPH peroxidase;gluta thione peroxidase ; hypothetical protein	sll1087; sll1089
Chr	TU2012	sll1087; sll1089	similar to sodium/glucose cotransporter ; periplasmic protein; function unknown	slr1171; smr0014
Chr	TU2013	sll1086	unknown protein	NA
Chr	TU2014	ncr0900; slr1173; ssr1951	ncRNA; hypothetical protein ; hypothetical protein	NA
Chr	TU2015	slr1174; SyR49	hypothetical protein ; ncRNA	sll1085
Chr	TU2017	NA	NA	sll1085
Chr	TU2016	sll1085	glycerol-3-phosphate dehydrogenase	slr1174; SyR49
Chr	TU2018	sll1566	alpha;alpha-trehalose-phosphate synthase	NA
Chr	TU2019	NA	NA	ssl3076
Chr	TU2020	NA	NA	NA
Chr	TU2021	NA	NA	slr1670
Chr	TU2022	slr1672; slr1673	glycerol kinase ; probable tRNA/rRNA methyltransferase	NA
Chr	TU2023	NA	NA	slr1673
Chr	TU2024	slr1674; slr1675	hypothetical protein ; putative hydrogenase expression/formation protein HypA1	NA
Chr	TU2025	NA	NA	slr1674; slr1675
Chr	TU2026	slr1676; slr1677	hypothetical protein ; hypothetical protein	NA
Chr	TU2027	ncr0920; slr1678	ncRNA; 50S ribosomal protein L21	NA
Chr	TU2028	ssr2799; slr1679	50S ribosomal protein L27 ; hypothetical protein	sll1564
Chr	TU2030	NA	NA	sll1564
Chr	TU2029	sll1564	alpha-isopropylmalate synthase	ssr2799; slr1679
Chr	TU2031	ssr2803	hypothetical protein	NA
Chr	TU2032	ssr2806	hypothetical protein	sll1562; sll1563
Chr	TU2033	sll1562; sll1563	unknown protein ; unknown protein	ssr2806
Chr	TU2035	NA	NA	sll1561
Chr	TU2034	sll1561	delta-1-pyrroline-5-carboxylate dehydrogenase	NA
Chr	TU2036	ncr0930; slr1681; slr1682	ncRNA; unknown protein ; putative transposase [ISY391_b1]	sll1560
Chr	TU2037	NA	NA	ncr0930; slr1681; slr1682
Chr	TU2038	NA	NA	ncr0930; slr1681; slr1682
Chr	TU2039	NA	NA	ncr0930; slr1681; slr1682
Chr	TU2041	slr1683	transposase	sll1559; sll1560
Chr	TU2042	NA	NA	sll1559; sll1560
Chr	TU2040	sll1559; sll1560	soluble hydrogenase 42 kD subunit ; putative transposase [ISY203_d]	slr1683; slr1684
Chr	TU2043	NA	NA	ssl3044
Chr	TU2045	slr1686	hypothetical protein	ssl3044
Chr	TU2044	ssl3044	hydrogenase subunit	slr1686
Chr	TU2046	slr1687	hypothetical protein	sll1558
Chr	TU2048	NA	NA	sll1558
Chr	TU2047	sll1558	mannose-1-phosphate guanylyltransferase	slr1687
Chr	TU2049	sll1557	succinyl-CoA synthase subunit beta	NA
Chr	TU2051	NA	NA	sll1555; sll1556
Chr	TU2050	sll1556	isopentenyl pyrophosphate isomerase	NA
Chr	TU2053	NA	NA	sll1555
Chr	TU2052	sll1555	hybrid sensory kinase	NA
Chr	TU2055	ncr0940	NA	ncl0980
Chr	TU2054	ncl0980	NA	ncr0940
Chr	TU2056	ssr2831; slr1689; slr1690	photosystem I subunit IV ; formamidopyrimidine-DNA glycosylase ; hypothetical protein	NA
Chr	TU2057	slr1690	hypothetical protein 	NA
Chr	TU2058	slr1691	NAD synthetase	NA
Chr	TU2059	NA	NA	slr1691
Chr	TU2060	NA	NA	slr1691
Chr	TU2061	slr1691	glutamine-dependent NAD(+) synthetase 	NA
Chr	TU2062	slr1692	hypothetical protein	NA
Chr	TU2063	slr1693; slr1694	two-component response regulator PatA subfamily ; expression activator appA homolog	sll1553
Chr	TU2064	NA	NA	slr1693; slr1694
Chr	TU2065	sll1553	phenylalanyl-tRNA synthetase subunit beta	slr1693; slr1694
Chr	TU2066	slr1697	eukariotic protein kinase	sll0921
Chr	TU2067	sll0921	NarL subfamily protein	slr1697
Chr	TU2069	NA	NA	sll0920
Chr	TU2068	sll0920	phosphoenolpyruvate carboxylase	NA
Chr	TU2070	ssl1762	hypothetical protein	NA
Chr	TU2072	slr0935; slr0936	hypothetical protein ; nicotinate-nucleotide pyrophosphorylase	NA
Chr	TU2071	NA	NA	slr0935; slr0936
Chr	TU2073	NA	NA	slr0935; slr0936
Chr	TU2074	slr0937	unknown protein	NA
Chr	TU2075	slr0938	probable UDP-N-acetylmuramyl tripeptide synthet ase	NA
Chr	TU2077	NA	NA	sll0915
Chr	TU2076	sll0915	protease	NA
Chr	TU2078	slr0940; slr0941	zeta-carotene desaturase ; hypothetical protein	NA
Chr	TU2079	slr0942	aldehyde reductase	NA
Chr	TU2080	slr0943	fructose-1;6-bisphosphate aldolase	sll0914
Chr	TU2081	slr0944	multidrug-efflux transporter 	NA
Chr	TU2082	NA	NA	slr0945
Chr	TU2083	NA	NA	slr0946
Chr	TU2084	slr0947; slr0948	response regulator for energy transfer from phycob ilisomes to photosystems ; hypothetical protein	sll0913
Chr	TU2086	NA	NA	sll0913
Chr	TU2085	sll0913	hypothetical protein	slr0947; slr0948
Chr	TU2087	sll0912	ABC transporter	NA
Chr	TU2088	slr0949	high-affinity branched-chain amino acid transport permease	NA
Chr	TU2089	NA	NA	slr0950
Chr	TU2091	NA	NA	sll0909; sll0910; sll0911
Chr	TU2092	NA	NA	sll0909; sll0910; sll0911
Chr	TU2090	sll0909; sll0910; sll0911	unknown protein ; unknown protein ; unknown protein	slr0950
Chr	TU2093	NA	NA	NA
Chr	TU2094	slr0951	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	NA
Chr	TU2095	slr0952; slr0953; ncr0960	fructose-1;6-bisphosphatase ; sucrose-phosphate phosphatase ; ncRNA	NA
Chr	TU2096	NA	NA	slr0952; slr0953; ncr0960
Chr	TU2097	NA	NA	slr0952; slr0953; ncr0960
Chr	TU2098	ncr0960; ssr1600; slr0954; slr0955	ncRNA; similar to anti-sigma f factor antagonist ; hypothetical protein ; probable tRNA/rRNA methyltransferase	NA
Chr	TU2099	NA	NA	ncr0960; ssr1600; slr0954; slr0955
Chr	TU2100	slr0957	hypothetical protein	NA
Chr	TU2101	NA	NA	slr0957
Chr	TU2102	slr0958	cysteinyl-tRNA synthetase	sll0905
Chr	TU2104	NA	NA	sll0905
Chr	TU2103	sll0905	Maf-like-protein	slr0958
Chr	TU2105	slr0959	hypothetical protein	NA
Chr	TU2106	slr0960	unknown protein	sll1541
Chr	TU2108	NA	NA	sll1541
Chr	TU2107	sll1541	lignostilbene-alpha;beta-dioxygenase	slr0960
Chr	TU2109	ssr2723	ATP-dependent Clp protease adaptor protein ClpS	sll1540
Chr	TU2110	NA	NA	sll1540
Chr	TU2111	slr1622	inorganic pyrophosphatase	NA
Chr	TU2112	NA	NA	NA
Chr	TU2113	slr1623; slr1624	hypothetical protein ; hypothetical protein	sll1538
Chr	TU2114	NA	NA	slr1623; slr1624
Chr	TU2115	NA	NA	sll1538
Chr	TU2116	NA	NA	sll1538
Chr	TU2117	sll1537; sll1538	similar to mutator MutT protein ; similar to beta-hexosaminidase a precursor	NA
Chr	TU2118	slr1626	dihydroneopterin aldolase	NA
Chr	TU2119	slr1627	unknown protein	sll1536
Chr	TU2121	NA	NA	sll1536
Chr	TU2122	slr1628; slr1629	hypothetical protein ; ribosomal large subunit pseudouridine synthase D	sll1536
Chr	TU2120	sll1536	molybdopterin biosynthesis MoeB protein	slr1627; slr1628; slr1629
Chr	TU2124	NA	NA	sll1535
Chr	TU2123	sll1535	galactosyl-1-phosphate transferase	slr1629
Chr	TU2126	NA	NA	ncl1010; sll1533; sll1534
Chr	TU2125	ncl1010; sll1533; sll1534	ncRNA; twitching mobility protein ; probable glycosyltransferase	NA
Chr	TU2127	slr1634	hypothetical protein	ssl2982; sll1532
Chr	TU2129	slr1635; slr1636	putative transposase [ISY203_e] ; unknown protein	ssl2982; sll1532
Chr	TU2128	ssl2982; sll1532	probable DNA-directed RNA polymerase omega subunit ; hypothetical protein	slr1634; slr1635; slr1636
Chr	TU2130	NA	NA	slr1635; slr1636
Chr	TU2131	NA	NA	slr1635; slr1636
Chr	TU2132	6803t22	NA	NA
Chr	TU2133	slr1638; slr1639	hypothetical protein ; SsrA-binding protein	sll1528; sll1530; sll1531
Chr	TU2135	NA	NA	sll1528; sll1530; sll1531
Chr	TU2136	NA	NA	sll1528; sll1530; sll1531
Chr	TU2134	sll1528; sll1530; sll1531	unknown protein ; unknown protein ; unknown protein	slr1638; slr1639
Chr	TU2137	sll1526	hypothetical protein	NA
Chr	TU2138	slr1641	ClpB protein	ssl2971
Chr	TU2139	ssl2971	hypothetical protein	slr1641
Chr	TU2141	NA	NA	sll1525
Chr	TU2140	sll1525	phosphoribulokinase	NA
Chr	TU2142	ncl1020	NA	NA
Chr	TU2143	NA	NA	NA
Chr	TU2144	ncr0970; slr1643	ncRNA; ferredoxin-NADP oxidoreductase	sll1524
Chr	TU2145	NA	NA	sll1524
Chr	TU2146	NA	NA	NA
Chr	TU2147	slr1644	hypothetical protein	NA
Chr	TU2148	slr1645; slr1646; slr1647	photosystem II 11 kD protein ; ribonuclease III ; hypothetical protein	NA
Chr	TU2149	NA	NA	slr1645; slr1646; slr1647
Chr	TU2150	ncr0980; slr1648	ncRNA; hypothetical protein	NA
Chr	TU2151	NA	NA	ncr0980; slr1648
Chr	TU2152	NA	NA	ncr0980; slr1648
Chr	TU2153	ssr2754; ssr2755; slr1649	hypothetical protein ; hypothetical protein ; hypothetical protein	sll1522
Chr	TU2154	sll1522	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	NA
Chr	TU2155	NA	NA	sll1520
Chr	TU2156	NA	NA	NA
Chr	TU2157	NA	NA	NA
Chr	TU2158	slr0442	unknown protein	NA
Chr	TU2159	NA	NA	slr0442
Chr	TU2160	NA	NA	slr0442
Chr	TU2161	NA	NA	slr0442
Chr	TU2162	ssr0755; ssr0756	hypothetical protein ; hypothetical protein	NA
Chr	TU2163	ssr0757; ssr0759	hypothetical protein ; unknown protein	NA
Chr	TU2164	ssr0759	unknown protein 	NA
Chr	TU2165	ssr0761	hypothetical protein	ncl1040; sll0427
Chr	TU2167	NA	NA	ncl1040; sll0427
Chr	TU2166	ncl1040; sll0427	ncRNA; photosystem II manganese-stabilizing polypeptide	ssr0761
Chr	TU2169	slr0443	hypothetical protein	sll0426; 6803t23
Chr	TU2170	NA	NA	sll0426; 6803t23
Chr	TU2168	sll0426; 6803t23	unknown protein ; tRNA-OTHER	slr0443
Chr	TU2171	slr0444	3-phosphoshikimate 1-carboxyvinyltransferase	NA
Chr	TU2172	NA	NA	sll0424
Chr	TU2173	sll0424	hypothetical protein 	NA
Chr	TU2174	sll0423; sll0424	hypothetical protein ; hypothetical protein	NA
Chr	TU2175	NA	NA	sll0422
Chr	TU2177	NA	NA	sll0421; sll0422
Chr	TU2176	sll0421; sll0422	adenylosuccinate lyase ; asparaginase	NA
Chr	TU2178	slr0445	hypothethical protein	sll0419; sll0420
Chr	TU2180	NA	NA	sll0418; sll0419; sll0420
Chr	TU2179	sll0419; sll0420	unknown protein ; urease beta subunit	slr0445
Chr	TU2181	sll0418	sterol-C-methyltransferase	NA
Chr	TU2182	slr0446	DNA polymerase III delta' subunit 	NA
Chr	TU2183	ncr1010	NA	NA
Chr	TU2184	ncr1010; slr0447	ncRNA; periplasmic protein; ABC-type urea transport syste m substrate-binding protein	NA
Chr	TU2185	slr0448	DNA repair protein RadA	NA
Chr	TU2186	sll0274	hypothetical protein	slr0448
Chr	TU2187	sll0272; sll0273	hypothetical protein ; Na+/H+ antiporter	NA
Chr	TU2188	sll0271	transcription antitermination protein NusB	NA
Chr	TU2189	slr0280	hypothethical protein	NA
Chr	TU2190	sll0270	primosomal protein N' 	NA
Chr	TU2192	NA	NA	ncl1045; sll0267; sll0268; sll0269; sll0270
Chr	TU2191	ncl1045; sll0267; sll0268; sll0269; sll0270	ncRNA; unknown protein ; hypothetical protein ; hypothetical protein ; primosomal protein N'	NA
Chr	TU2193	sll0266	unknown protein 	NA
Chr	TU2194	sll0264; sll0265; sll0266	probable dioxygenase Rieske iron-sulfur component ; unknown protein ; unknown protein	NA
Chr	TU2195	sll0263	unknown protein	NA
Chr	TU2196	sll0262	delta-6 desaturase	NA
Chr	TU2197	NA	NA	NA
Chr	TU2198	NA	NA	sll0261; ncl1050
Chr	TU2199	NA	NA	NA
Chr	TU2200	ncl1050	NA	NA
Chr	TU2201	ncl1050	NA	NA
Chr	TU2202	sll0261	potassium channel	NA
Chr	TU2203	slr0284	hypothetical protein	NA
Chr	TU2204	sll0260	hemolysin	slr0286
Chr	TU2205	ssr0482; slr0287; ncr1020	30S ribosomal protein S16 ; hypothetical protein ; ncRNA	ncl1060
Chr	TU2206	ncl1060	NA	ssr0482; slr0287; ncr1020
Chr	TU2207	slr0288; slr0291	glutamate--ammonia ligase ; hypothetical protein	ssl0483; sll0258
Chr	TU2209	NA	NA	ssl0483; sll0258
Chr	TU2208	ssl0483; sll0258	hypothetical protein ; cytochrome c550	slr0288; slr0291
Chr	TU2210	NA	NA	NA
Chr	TU2211	NA	NA	NA
Chr	TU2212	slr0292	hypothetical protein	sll0257
Chr	TU2213	slr0293	glycine dehydrogenase	NA
Chr	TU2214	NA	NA	slr0293
Chr	TU2215	slr0294; slr0392; slr0393	unknown protein ; unknown protein ; unknown protein	sll0364
Chr	TU2216	NA	NA	sll0364
Chr	TU2217	slr0394	phosphoglycerate kinase	NA
Chr	TU2218	slr0395	transcriptional activator protein NtcB	sll0362
Chr	TU2219	NA	NA	slr0395
Chr	TU2220	sll0362	alanyl-tRNA synthetase	slr0395
Chr	TU2221	sll0361	hypothetical protein 	NA
Chr	TU2222	NA	NA	sll0360
Chr	TU2224	ncr1030; slr0397	ncRNA; hypothetical protein	sll0359; sll0360
Chr	TU2223	sll0360	hypothetical protein	ncr1030; slr0397
Chr	TU2225	sll0359	hypothetical protein	ncr1030; slr0397
Chr	TU2226	slr0398	unknown protein	NA
Chr	TU2227	slr0399	3-beta hydroxysteroid dehydrogenase.isomerase	NA
Chr	TU2228	slr0400; slr0401; slr0402	hypothetical protein ; periplasmic polyamine-binding protein of ABC trans porter ; hypothetical protein	ssl0707
Chr	TU2229	NA	NA	slr0400; slr0401; slr0402
Chr	TU2230	NA	NA	slr0400; slr0401; slr0402
Chr	TU2232	NA	NA	ssl0707
Chr	TU2231	ssl0707	nitrogen regulatory protein P-II	slr0400; slr0401; slr0402
Chr	TU2233	slr0404	hypothetical protein	NA
Chr	TU2234	NA	NA	slr0404
Chr	TU2235	ssr0657	hypothetical protein	sll0356
Chr	TU2236	NA	NA	ssr0657
Chr	TU2237	sll0355	hypothetical protein	NA
Chr	TU2239	NA	NA	sll0354
Chr	TU2240	ssr0663	hypothetical protein	sll0354
Chr	TU2238	sll0354	hypothetical protein	ssr0663
Chr	TU2241	slr0406	pyrC; dihydroorotase	NA
Chr	TU2242	NA	NA	slr0406
Chr	TU2243	slr0408	integrin subunit alpha	NA
Chr	TU2244	NA	NA	slr0408
Chr	TU2245	slr0408	unknown protein 	NA
Chr	TU2246	NA	NA	slr0408
Chr	TU2247	slr0408	unknown protein 	NA
Chr	TU2248	NA	NA	slr0408
Chr	TU2249	NA	NA	slr0408
Chr	TU2250	NA	NA	slr0408
Chr	TU2251	NA	NA	slr0408
Chr	TU2252	NA	NA	slr0408
Chr	TU2253	slr0408	unknown protein 	NA
Chr	TU2254	slr0408	unknown protein 	NA
Chr	TU2255	NA	NA	slr0408
Chr	TU2256	slr0408	unknown protein 	NA
Chr	TU2257	slr0143	beta transducin-like-protein	NA
Chr	TU2258	NA	NA	slr0143
Chr	TU2259	slr0143	WD-repeat protein%2C Hat protein%2C involved in the co ntrol of a high-affinity transport system for inorganic c arbon 	NA
Chr	TU2260	slr0143	WD-repeat protein%2C Hat protein%2C involved in the co ntrol of a high-affinity transport system for inorganic c arbon 	NA
Chr	TU2261	NA	NA	slr0143
Chr	TU2262	NA	NA	slr0143
Chr	TU2264	slr0144; slr0145; slr0146; slr0147; slr0148; slr0149; slr0150; slr0151	hypothetical protein ; unknown protein ; hypothetical protein ; hypothetical protein ; hypothetical protein ; hypothetical protein ; ferredoxin; petF-like protein ; unknown protein	NA
Chr	TU2263	NA	NA	slr0143; slr0144; slr0145; slr0146; slr0147; slr0148; slr0149; slr0150; slr0151
Chr	TU2265	NA	NA	slr0144; slr0145; slr0146; slr0147; slr0148; slr0149; slr0150; slr0151
Chr	TU2267	slr0152	serine.threonine protein kinase	NA
Chr	TU2266	NA	NA	slr0144; slr0145; slr0146; slr0147; slr0148; slr0149; slr0150; slr0151
Chr	TU2268	NA	NA	slr0152
Chr	TU2270	NA	NA	NA
Chr	TU2269	NA	NA	slr0152
Chr	TU2271	sll0149	hypothetical protein	slr0152
Chr	TU2273	NA	NA	sll0148
Chr	TU2272	sll0148	hypothetical protein	NA
Chr	TU2274	sll0147	hypothetical protein	NA
Chr	TU2275	NA	NA	NA
Chr	TU2276	sll0146	high-affinity branched-chain amino acid transport protein BraE	NA
Chr	TU2278	NA	NA	sll0144; sll0145
Chr	TU2277	sll0144; sll0145	uridine monophosphate kinase ; ribosome releasing factor	NA
Chr	TU2279	ssl0259	hypothetical protein	NA
Chr	TU2280	slr0156; slr0157	ClpB protein ; unknown protein	sll0142
Chr	TU2281	sll0142	cation or drug efflux system protein	slr0156; slr0157
Chr	TU2282	sll0141	hypothetical protein	NA
Chr	TU2283	slr0161; slr0162; slr0163	twitching motility protein PilT ; a part of pilC; pilin biogenesis protein; required for twitching motility ; a part of pilC; pilin biogenesis protein; required for twitching motility	NA
Chr	TU2284	NA	NA	NA
Chr	TU2285	slr0164; slr0165	ATP-dependent Clp protease proteolytic subunit ; ATP-dependent Clp protease proteolytic subunit	sll0136
Chr	TU2287	NA	NA	sll0136
Chr	TU2286	sll0136	aminopeptidase	slr0164; slr0165
Chr	TU2288	ssl0242; sll0135	hypothetical protein ; putative 5'-methylthioadenosine phosphorylase	NA
Chr	TU2289	ssl0241	hypothetical protein	NA
Chr	TU2290	ncl1080	NA	NA
Chr	TU2291	ncr1050	NA	NA
Chr	TU2292	ncr1060	NA	NA
Chr	TU2293	slr1923; slr1924; slr1925	hypothetical protein ; D-alanyl-D-alanine carboxypeptidase; periplasmic p rotein ; cobalamin biosynthesis protein CobD	NA
Chr	TU2294	NA	NA	slr1923; slr1924; slr1925
Chr	TU2295	NA	NA	slr1925
Chr	TU2296	ncr1071	NA	sll1864
