GeneID	Name	Product	Cyanobase_category	Biological_Process_GO_Term	Molecular_Function_GO_Term
slr0394	pgk	phosphoglycerate kinase	phosphoglycerate kinase F Energy metabolism F9 Glycolysis	glycolysis (GO:0006096)	phosphoglycerate kinase activity (GO:0004618)
slr0394-as	slr0394-as	asRNA	N/A	N/A	N/A
slr0395	ntcB	nitrate assimilation transcriptional activator;  LysR family protein	nitrate assimilation transcriptional activator; LysR family protein A Amino acid biosynthesis A4 Glutamate family / Nitrogen assimilation	regulation of transcription; DNA-dependent (GO:0006355)	transcription factor activity (GO:0003700)
slr0397	slr0397	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0398	slr0398	unknown protein	unknown protein Z Unknown	N/A	N/A
slr0398-as	slr0398-as	asRNA	N/A	N/A	N/A
slr0399	ycf39	chaperon-like protein for quinone binding in photosystem II	chaperon-like protein for quinone binding in photosystem II P Hypothetical	metabolic process (GO:0008152)	binding (GO:0005488); catalytic activity (GO:0003824)
slr0400	ppnK	hypothetical protein	hypothetical protein P Hypothetical	metabolic process (GO:0008152)	NAD+ kinase activity (GO:0003951)
slr0401	slr0401	periplasmic polyamine-binding protein of ABC tr ansporter	periplasmic polyamine-binding protein of ABC transporter N Transport and binding proteins	transport (GO:0006810); outer membrane-bounded periplasmic space (GO:0030288)	transporter activity (GO:0005215)
slr0402	slr0402	hypothetical protein	hypothetical protein P Hypothetical	N/A	hydrolase activity (GO:0016787)
slr0404	slr0404	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0404-as	slr0404-as	asRNA	N/A	N/A	N/A
slr0406	pyrC	dihydroorotase	dihydroorotase I Purines; pyrimidines; nucleosides; and nucleotides I4 Pyrimidine ribonucleotide biosynthesis	pyrimidine base biosynthetic process (GO:0019856)	dihydroorotase activity (GO:0004151); hydrolase activity (GO:0016787); hydrolase activity; acting on carbon-nitrogen (but not peptide) bonds; in cyclic amides (GO:0016812)
slr0407	slr0407	hypothetical protein	hypothetical protein P Hypothetical	metabolic process (GO:0008152)	methyltransferase activity (GO:0008168)
slr0408	slr0408	unknown protein	unknown protein Z Unknown	cell communication (GO:0007154); integral to membrane (GO:0016021)	N/A
slr0408-as	slr0408-as	asRNA	N/A	N/A	N/A
slr0408-as2	slr0408-as2	asRNA	N/A	N/A	N/A
slr0408-as3	slr0408-as3	asRNA	N/A	N/A	N/A
slr0408-as4	slr0408-as4	asRNA	N/A	N/A	N/A
slr0415	nhaS5	Na+/H+ antiporter	Na+/H+ antiporter N Transport and binding proteins	cation transport (GO:0006812); response to stress (GO:0006950); transmembrane transport (GO:0055085); integral to membrane (GO:0016021)	solute:hydrogen antiporter activity (GO:0015299)
slr0415-as	slr0415-as	asRNA	N/A	N/A	N/A
slr0415-as2	slr0415-as2	asRNA	N/A	N/A	N/A
slr0415-as3	slr0415-as3	asRNA	N/A	N/A	N/A
slr0416	slr0416	unknown protein	unknown protein Z Unknown	N/A	N/A
slr0417	gyrA	DNA gyrase subunit A	DNA gyrase subunit A K2 DNA replication; restriction; modification; recombination; and repair	DNA metabolic process (GO:0006259); DNA topological change (GO:0006265); chromosome (GO:0005694)	ATP binding (GO:0005524); DNA binding (GO:0003677); DNA topoisomerase (ATP-hydrolyzing) activity (GO:0003918); DNA topoisomerase activity (GO:0003916)
slr0418	slr0418	putative transcripton factor DevT homolog	putative transcripton factor DevT homolog J Regulatory functions	N/A	hydrolase activity (GO:0016787)
slr0420	slr0420	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0420-as	slr0420-as	asRNA	N/A	N/A	N/A
slr0421	slr0421	unknown protein	unknown protein Z Unknown	N/A	N/A
slr0423	rlpA	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0423-as	slr0423-as	asRNA	N/A	N/A	N/A
slr0426	folE	GTP cyclohydrolase I	GTP cyclohydrolase I B Biosynthesis of cofactors; prosthetic groups; and carriers B2 Folic acid	tetrahydrofolate biosynthetic process (GO:0046654); cytoplasm (GO:0005737)	GTP cyclohydrolase I activity (GO:0003934)
slr0427	slr0427	putative competence-damage protein	putative competence-damage protein D Cellular processes D6 Transformation	Mo-molybdopterin cofactor biosynthetic process (GO:0006777)	N/A
slr0431	slr0431	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0434	efp	elongation factor P	elongation factor P M Translation M4 Protein modification and translation factors	translational elongation (GO:0006414); cytoplasm (GO:0005737)	translation elongation factor activity (GO:0003746)
slr0434-as	slr0434-as	asRNA	N/A	N/A	N/A
slr0435	accB	biotin carboxyl carrier protein of acetyl-CoA c arboxylase	biotin carboxyl carrier protein of acetyl-CoA carboxylase G Fatty acid; phospholipid and sterol metabolism	fatty acid biosynthetic process (GO:0006633); acetyl-CoA carboxylase complex (GO:0009317)	acetyl-CoA carboxylase activity (GO:0003989); biotin binding (GO:0009374)
slr0435-as	slr0435-as	asRNA	N/A	N/A	N/A
slr0436	ccmO	carbon dioxide concentrating mechanism protein CcmO	carbon dioxide concentrating mechanism protein CcmO H Photosynthesis and respiration H2 CO2 fixation	N/A	N/A
slr0438	slr0438	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0439	slr0439	unknown protein	unknown protein Z Unknown	N/A	N/A
slr0440	slr0440	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0440-as	slr0440-as	asRNA	N/A	N/A	N/A
slr0442	slr0442	unknown protein	unknown protein Z Unknown	N/A	N/A
slr0442-as	slr0442-as	asRNA	N/A	N/A	N/A
slr0442-as2	slr0442-as2	asRNA	N/A	N/A	N/A
slr0442-as3	slr0442-as3	asRNA	N/A	N/A	N/A
slr0443	slr0443	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0444	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	3-phosphoshikimate 1-carboxyvinyltransferase A Amino acid biosynthesis A1 Aromatic amino acid family	aromatic amino acid family biosynthetic process (GO:0009073); cytoplasm (GO:0005737)	3-phosphoshikimate 1-carboxyvinyltransferase activity (GO:0003866); catalytic activity (GO:0003824); transferase activity; transferring alkyl or aryl (other than methyl) groups (GO:0016765)
slr0444-as	slr0444-as	asRNA	N/A	N/A	N/A
slr0445	slr0445	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0445-as	slr0445-as	asRNA	N/A	N/A	N/A
slr0446	dnaX	DNA polymerase III delta' subunit	DNA polymerase III delta&#x27; subunit K2 DNA replication; restriction; modification; recombination; and repair	DNA replication (GO:0006260)	3-5 exonuclease activity (GO:0008408); ATP binding (GO:0005524); DNA-directed DNA polymerase activity (GO:0003887); nucleoside-triphosphatase activity (GO:0017111); nucleotide binding (GO:0000166)
slr0447	urtA	periplasmic protein;  ABC-type urea transport sy stem substrate-binding protein	periplasmic protein; ABC-type urea transport system substrate-binding protein N Transport and binding proteins	amino acid transport (GO:0006865); outer membrane-bounded periplasmic space (GO:0030288)	N/A
slr0448	radA	DNA repair protein RadA	DNA repair protein RadA K2 DNA replication; restriction; modification; recombination; and repair	DNA repair (GO:0006281)	ATP binding (GO:0005524); damaged DNA binding (GO:0003684); nucleoside-triphosphatase activity (GO:0017111); nucleotide binding (GO:0000166)
slr0449	slr0449	probable transcriptional regulator	probable transcriptional regulator J Regulatory functions	regulation of transcription (GO:0045449); regulation of transcription; DNA-dependent (GO:0006355); intracellular (GO:0005622)	DNA binding (GO:0003677); transcription factor activity (GO:0003700)
slr0451	ski2	putative helicase	putative helicase K2 DNA replication; restriction; modification; recombination; and repair	N/A	ATP binding (GO:0005524); ATP-dependent helicase activity (GO:0008026); helicase activity (GO:0004386); hydrolase activity; acting on acid anhydrides; in phosphorus-containing anhydrides (GO:0016818); nucleic acid binding (GO:0003676)
slr0452	ilvD	dihydroxyacid dehydratase	dihydroxyacid dehydratase A Amino acid biosynthesis A3 Branched chain family	branched chain family amino acid biosynthetic process (GO:0009082); metabolic process (GO:0008152)	catalytic activity (GO:0003824); dihydroxy-acid dehydratase activity (GO:0004160)
slr0453	slr0453	hypothetical protein	hypothetical protein P Hypothetical	carbohydrate metabolic process (GO:0005975); metabolic process (GO:0008152)	aldehyde-lyase activity (GO:0016832); catalytic activity (GO:0003824)
slr0453-as	slr0453-as	asRNA	N/A	N/A	N/A
slr0454	slr0454	RND multidrug efflux transporter	RND multidrug efflux transporter N Transport and binding proteins	transport (GO:0006810); membrane (GO:0016020)	transporter activity (GO:0005215)
slr0454-as	slr0454-as	asRNA	N/A	N/A	N/A
slr0455	slr0455	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0456	slr0456	unknown protein	unknown protein Z Unknown	N/A	N/A
slr0457	truB	tRNA pseudouridine synthase B	tRNA pseudouridine synthase B M Translation M1 Aminoacyl tRNA synthetases and tRNA modification	RNA modification (GO:0009451); RNA processing (GO:0006396); pseudouridine synthesis (GO:0001522)	RNA binding (GO:0003723); pseudouridine synthase activity (GO:0009982)
slr0458	slr0458	unknown protein	unknown protein Z Unknown	metabolic process (GO:0008152)	catalytic activity (GO:0003824); phosphoglycolate phosphatase activity (GO:0008967)
slr0459	slr0459	hypothetical protein	hypothetical protein P Hypothetical	proteolysis (GO:0006508)	serine-type endopeptidase activity (GO:0004252)
slr0459-as	slr0459-as	asRNA	N/A	N/A	N/A
slr0460	slr0460	putative transposase [ISY352g: 3511668 - 351229 0;  join 3513238 - 3514051]	putative transposase [ISY352g: 3511668 - 3512290; join 3513238 - 3514051] O Other categories O8 Transposon-related functions	N/A	N/A
slr0462	slr0462	putative transposase [ISY352g: 3511668 - 351229 0;  join 3513238 - 3514051]	putative transposase [ISY352g: 3511668 - 3512290; join 3513238 - 3514051] O Other categories O8 Transposon-related functions	N/A	N/A
slr0467	natA	conserved component of ABC transporter for natu ral amino acids	conserved component of ABC transporter for natural amino acids N Transport and binding proteins	N/A	ATP binding (GO:0005524); ATPase activity (GO:0016887); nucleoside-triphosphatase activity (GO:0017111); nucleotide binding (GO:0000166)
slr0467-as	slr0467-as	asRNA	N/A	N/A	N/A
slr0468	slr0468	unknown protein	unknown protein Z Unknown	N/A	N/A
slr0469	rps4	30S ribosomal protein S4	30S ribosomal protein S4 M Translation M5 Ribosomal proteins: synthesis and modification	translation (GO:0006412); intracellular (GO:0005622); small ribosomal subunit (GO:0015935)	RNA binding (GO:0003723); rRNA binding (GO:0019843); structural constituent of ribosome (GO:0003735)
slr0473	cph1;  hik35	cyanobacterial phytochrome 1;  two-component sen sor histidine kinase	cyanobacterial phytochrome 1; two-component sensor histidine kinase J Regulatory functions	peptidyl-histidine phosphorylation (GO:0018106); protein-chromophore linkage (GO:0018298); regulation of transcription (GO:0045449); regulation of transcription; DNA-dependent (GO:0006355); sensory perception (GO:0007600); signal transduction (GO:0007165); membrane (GO:0016020)	ATP binding (GO:0005524); G-protein coupled photoreceptor activity (GO:0008020); protein histidine kinase activity (GO:0004673); receptor activity (GO:0004872); signal transducer activity (GO:0004871); two-component sensor activity (GO:0000155)
slr0474	rcp1	two-component response regulator CheY subfamily ;   regulator for phytochrome 1 (Cph1)	two-component response regulator CheY subfamily;  regulator for phytochrome 1 (Cph1) J Regulatory functions	regulation of transcription; DNA-dependent (GO:0006355); two-component signal transduction system (phosphorelay) (GO:0000160)	two-component response regulator activity (GO:0000156)
slr0474-as	slr0474-as	asRNA	N/A	N/A	N/A
slr0474-as2	slr0474-as2	asRNA	N/A	N/A	N/A
slr0476	slr0476	unknown protein	unknown protein Z Unknown	N/A	N/A
slr0477	purN	phosphoribosylglycinamide formyltransferase	phosphoribosylglycinamide formyltransferase I Purines; pyrimidines; nucleosides; and nucleotides I3 Purine ribonucleotide biosynthesis	de novo IMP biosynthetic process (GO:0006189); biosynthetic process (GO:0009058)	hydroxymethyl-; formyl- and related transferase activity (GO:0016742); methyltransferase activity (GO:0008168); phosphoribosylglycinamide formyltransferase activity (GO:0004644)
slr0479	slr0479	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0479-as	slr0479-as	asRNA	N/A	N/A	N/A
slr0479-as2	slr0479-as2	asRNA	N/A	N/A	N/A
slr0480	ycf46	hypothetical protein YCF46	hypothetical protein YCF46 P Hypothetical	N/A	ATP binding (GO:0005524); nucleoside-triphosphatase activity (GO:0017111); nucleotide binding (GO:0000166)
slr0480-as	slr0480-as	asRNA	N/A	N/A	N/A
slr0482	slr0482	unknown protein	unknown protein Z Unknown	N/A	N/A
slr0483	slr0483	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0483-as	slr0483-as	asRNA	N/A	N/A	N/A
slr0484	hik26	two-component sensor histidine kinase	two-component sensor histidine kinase J Regulatory functions	peptidyl-histidine phosphorylation (GO:0018106); phosphorylation (GO:0016310); signal transduction (GO:0007165); membrane (GO:0016020)	ATP binding (GO:0005524); protein histidine kinase activity (GO:0004673); signal transducer activity (GO:0004871); transferase activity; transferring phosphorus-containing groups (GO:0016772); two-component sensor activity (GO:0000155)
slr0487	slr0487	hypothetical protein	hypothetical protein P Hypothetical	regulation of transcription; DNA-dependent (GO:0006355); signal transduction (GO:0007165); two-component signal transduction system (phosphorelay) (GO:0000160)	signal transducer activity (GO:0004871); two-component sensor activity (GO:0000155)
slr0487-as	slr0487-as	asRNA	N/A	N/A	N/A
slr0488	slr0488	virulence factor MviN homolog.	virulence factor MviN homolog. D Cellular processes D6 Transformation	N/A	N/A
slr0488-as	slr0488-as	asRNA	N/A	N/A	N/A
slr0489	slr0489	unknown protein	unknown protein Z Unknown	N/A	N/A
slr0491	slr0491	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0492	menE	O-succinylbenzoic acid-CoA ligase	O-succinylbenzoic acid-CoA ligase B Biosynthesis of cofactors; prosthetic groups; and carriers B5 Menaquinone and ubiquinone	metabolic process (GO:0008152)	catalytic activity (GO:0003824)
slr0492-as	slr0492-as	asRNA	N/A	N/A	N/A
slr0493	rfbM	similar to mannose-1-phosphate guanylyltransfer ase	similar to mannose-1-phosphate guanylyltransferase F Energy metabolism F12 Sugars	polysaccharide metabolic process (GO:0005976)	nucleotidyltransferase activity (GO:0016779)
slr0495	slr0495	HetI protein homolog	HetI protein homolog C Cell envelope C1 Membranes; lipoproteins; and porins	fatty acid biosynthetic process (GO:0006633); macromolecule biosynthetic process (GO:0009059)	holo-[acyl-carrier-protein] synthase activity (GO:0008897); magnesium ion binding (GO:0000287)
slr0496	slr0496	unknown protein	unknown protein Z Unknown	N/A	N/A
slr0498	slr0498	unknown protein	unknown protein Z Unknown	N/A	N/A
slr0498-as	slr0498-as	asRNA	N/A	N/A	N/A
slr0500	hisB	imidazoleglycerol-phosphate dehydratase	imidazoleglycerol-phosphate dehydratase A Amino acid biosynthesis A1 Aromatic amino acid family	histidine biosynthetic process (GO:0000105)	imidazoleglycerol-phosphate dehydratase activity (GO:0004424)
slr0502	cobW	cobalamin synthesis protein cobW homolog	cobalamin synthesis protein cobW homolog B Biosynthesis of cofactors; prosthetic groups; and carriers B3 Cobalamin; heme; phycobilin and porphyrin	cobalamin biosynthetic process (GO:0009236)	N/A
slr0503	ycf66	hypothetical protein YCF66	hypothetical protein YCF66 P Hypothetical	N/A	N/A
slr0505	slr0505	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0506	por	light-dependent NADPH-protochlorophyllide oxido reductase	light-dependent NADPH-protochlorophyllide oxidoreductase B Biosynthesis of cofactors; prosthetic groups; and carriers B3 Cobalamin; heme; phycobilin and porphyrin	metabolic process (GO:0008152); oxidation reduction (GO:0055114)	binding (GO:0005488); catalytic activity (GO:0003824); oxidoreductase activity (GO:0016491); protochlorophyllide reductase activity (GO:0016630)
slr0509	slr0509	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0510	slr0510	hypothetical protein	hypothetical protein P Hypothetical	transmembrane transport (GO:0055085); membrane (GO:0016020)	N/A
slr0511	slr0511	putative transposase [ISY523g: 2921593 - 292245 7]	putative transposase [ISY523g: 2921593 - 2922457] O Other categories O8 Transposon-related functions	transposition; DNA-mediated (GO:0006313)	DNA binding (GO:0003677); transposase activity (GO:0004803)
slr0513	slr0513	iron transport system substrate-binding protein ;  periplasmic protein	iron transport system substrate-binding protein; periplasmic protein N Transport and binding proteins	transport (GO:0006810)	transporter activity (GO:0005215)
slr0513-as	slr0513-as	asRNA	N/A	N/A	N/A
slr0514	slr0514	unknown protein	unknown protein Z Unknown	N/A	N/A
slr0516	slr0516	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0517	slr0517	hypothetical protein	hypothetical protein P Hypothetical	metabolic process (GO:0008152)	N-acetyltransferase activity (GO:0008080)
slr0517-as	slr0517-as	asRNA	N/A	N/A	N/A
slr0518	abfB	similar to alpha-L-arabinofuranosidase B	similar to alpha-L-arabinofuranosidase B E Central intermediary metabolism E6 Polysaccharides and glycoproteins	L-arabinose metabolic process (GO:0046373)	alpha-N-arabinofuranosidase activity (GO:0046556)
slr0519	slr0519	hypothetical protein	hypothetical protein P Hypothetical	N/A	ligase activity; forming carbon-nitrogen bonds (GO:0016879)
slr0520	purL	phosphoribosyl formylglycinamidine synthase	phosphoribosyl formylglycinamidine synthase I Purines; pyrimidines; nucleosides; and nucleotides I3 Purine ribonucleotide biosynthesis	de novo IMP biosynthetic process (GO:0006189); cobalamin biosynthetic process (GO:0009236); cytoplasm (GO:0005737)	catalytic activity (GO:0003824); phosphoribosylformylglycinamidine synthase activity (GO:0004642)
slr0520-as	slr0520-as	asRNA	N/A	N/A	N/A
slr0521	slr0521	unknown protein	unknown protein Z Unknown	membrane (GO:0016020)	N/A
slr0521-as	slr0521-as	asRNA	N/A	N/A	N/A
slr0521-as2	slr0521-as2	asRNA	N/A	N/A	N/A
slr0522	slr0522	unknown protein	unknown protein Z Unknown	N/A	N/A
slr0522-as	slr0522-as	asRNA	N/A	N/A	N/A
slr0523	bioD	similar to dethiobiotin synthetase	similar to dethiobiotin synthetase B Biosynthesis of cofactors; prosthetic groups; and carriers B1 Biotin	biotin biosynthetic process (GO:0009102)	ATP binding (GO:0005524); dethiobiotin synthase activity (GO:0004141); magnesium ion binding (GO:0000287)
slr0525	chlM	Mg-protoporphyrin IX methyl transferase	Mg-protoporphyrin IX methyl transferase B Biosynthesis of cofactors; prosthetic groups; and carriers B3 Cobalamin; heme; phycobilin and porphyrin	chlorophyll biosynthetic process (GO:0015995); photosynthesis (GO:0015979)	magnesium protoporphyrin IX methyltransferase activity (GO:0046406)
slr0526	panB	3-methyl-2-oxobutanoate hydroxymethyltransferas e	3-methyl-2-oxobutanoate hydroxymethyltransferase B Biosynthesis of cofactors; prosthetic groups; and carriers B7 Pantothenate	pantothenate biosynthetic process (GO:0015940)	3-methyl-2-oxobutanoate hydroxymethyltransferase activity (GO:0003864); catalytic activity (GO:0003824)
slr0527	exsB	transcription regulator ExsB homolog	transcription regulator ExsB homolog J Regulatory functions	queuosine biosynthetic process (GO:0008616)	hydrolase activity; acting on carbon-nitrogen (but not peptide) bonds (GO:0016810)
slr0528	murE	UDP-N-acetylmuramoylalanyl-D-glutamate--2;  6-di aminopimelate ligase	UDP-N-acetylmuramoylalanyl-D-glutamate--2; 6-diaminopimelate ligase C Cell envelope C2 Murein sacculus and peptidoglycan	biosynthetic process (GO:0009058); cell division (GO:0051301); peptidoglycan biosynthetic process (GO:0009252); peptidoglycan-based cell wall biogenesis (GO:0009273); regulation of cell shape (GO:0008360); cytoplasm (GO:0005737)	ATP binding (GO:0005524); acid-amino acid ligase activity (GO:0016881); ligase activity (GO:0016874)
slr0528-as	slr0528-as	asRNA	N/A	N/A	N/A
slr0529	ggtB	glucosylglycerol transport system substrate-bin ding protein	glucosylglycerol transport system substrate-binding protein N Transport and binding proteins	transport (GO:0006810)	transporter activity (GO:0005215)
slr0529-as	slr0529-as	asRNA	N/A	N/A	N/A
slr0530	ggtC	glucosylglycerol transport system permease prot ein	glucosylglycerol transport system permease protein N Transport and binding proteins	transport (GO:0006810); membrane (GO:0016020)	transporter activity (GO:0005215)
slr0531	ggtD	glucosylglycerol transport system permease prot ein	glucosylglycerol transport system permease protein N Transport and binding proteins	transport (GO:0006810); membrane (GO:0016020)	transporter activity (GO:0005215)
slr0533	hik10	two-component sensor histidine kinase	two-component sensor histidine kinase J Regulatory functions	peptidyl-histidine phosphorylation (GO:0018106); phosphorylation (GO:0016310); signal transduction (GO:0007165); integral to membrane (GO:0016021); membrane (GO:0016020)	ATP binding (GO:0005524); protein histidine kinase activity (GO:0004673); signal transducer activity (GO:0004871); transferase activity; transferring phosphorus-containing groups (GO:0016772); two-component sensor activity (GO:0000155)
slr0534	slt	probable transglycosylase	probable transglycosylase C Cell envelope C2 Murein sacculus and peptidoglycan	N/A	binding (GO:0005488)
slr0534-as	slr0534-as	asRNA	N/A	N/A	N/A
slr0534-as2	slr0534-as2	asRNA	N/A	N/A	N/A
slr0534-as3	slr0534-as3	asRNA	N/A	N/A	N/A
slr0535	slr0535	protease	protease M Translation M2 Degradation of proteins; peptides; and glycopeptides	proteolysis (GO:0006508)	serine-type endopeptidase activity (GO:0004252)
slr0535-as	slr0535-as	asRNA	N/A	N/A	N/A
slr0536	hemE	uroporphyrinogen decarboxylase	uroporphyrinogen decarboxylase B Biosynthesis of cofactors; prosthetic groups; and carriers B3 Cobalamin; heme; phycobilin and porphyrin	porphyrin biosynthetic process (GO:0006779)	uroporphyrinogen decarboxylase activity (GO:0004853)
slr0536-as	slr0536-as	asRNA	N/A	N/A	N/A
slr0536-as2	slr0536-as2	asRNA	N/A	N/A	N/A
slr0537	slr0537	putative sugar kinase	putative sugar kinase O Other categories O7 Other	N/A	N/A
slr0537-as	slr0537-as	asRNA	N/A	N/A	N/A
slr0541	slr0541	probable amidotransferase	probable amidotransferase O Other categories O7 Other	N/A	catalytic activity (GO:0003824)
slr0541-as	slr0541-as	asRNA	N/A	N/A	N/A
slr0542	clpP	ATP-dependent protease ClpP	ATP-dependent protease ClpP M Translation M2 Degradation of proteins; peptides; and glycopeptides	proteolysis (GO:0006508)	serine-type endopeptidase activity (GO:0004252)
slr0542-as	slr0542-as	asRNA	N/A	N/A	N/A
slr0543	trpB	tryptophan synthase beta subunit	tryptophan synthase beta subunit A Amino acid biosynthesis A1 Aromatic amino acid family	metabolic process (GO:0008152); tryptophan metabolic process (GO:0006568)	catalytic activity (GO:0003824); pyridoxal phosphate binding (GO:0030170); tryptophan synthase activity (GO:0004834)
slr0544	slr0544	ATP-binding protein of ABC transporter	ATP-binding protein of ABC transporter N Transport and binding proteins	N/A	ATP binding (GO:0005524); ATPase activity (GO:0016887); nucleoside-triphosphatase activity (GO:0017111); nucleotide binding (GO:0000166)
slr0545	slr0545	hypothetical protein	hypothetical protein P Hypothetical	oxidation reduction (GO:0055114)	oxidoreductase activity (GO:0016491)
slr0546	trpC	indole-3-glycerol phosphate synthase	indole-3-glycerol phosphate synthase A Amino acid biosynthesis A1 Aromatic amino acid family	metabolic process (GO:0008152); tryptophan metabolic process (GO:0006568)	catalytic activity (GO:0003824); indole-3-glycerol-phosphate synthase activity (GO:0004425)
slr0549	asd	aspartate beta-semialdehyde dehydrogenese	aspartate beta-semialdehyde dehydrogenese A Amino acid biosynthesis A2 Aspartate family	cellular amino acid biosynthetic process (GO:0008652); cellular amino acid metabolic process (GO:0006520); metabolic process (GO:0008152); cytoplasm (GO:0005737)	NAD or NADH binding (GO:0051287); binding (GO:0005488); catalytic activity (GO:0003824); oxidoreductase activity; acting on the aldehyde or oxo group of donors; NAD or NADP as acceptor (GO:0016620); protein dimerization activity (GO:0046983)
slr0550	dapA	dihydrodipicolinate synthase	dihydrodipicolinate synthase A Amino acid biosynthesis A2 Aspartate family	diaminopimelate biosynthetic process (GO:0019877); metabolic process (GO:0008152)	catalytic activity (GO:0003824); dihydrodipicolinate synthase activity (GO:0008840); lyase activity (GO:0016829)
slr0551	slr0551	hypothetical protein	hypothetical protein P Hypothetical	N/A	RNA binding (GO:0003723); hydrolase activity (GO:0016787); hydrolase activity; acting on ester bonds (GO:0016788); metal ion binding (GO:0046872)
slr0551-as	slr0551-as	asRNA	N/A	N/A	N/A
slr0552	slr0552	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0553	slr0553	hypothetical protein	hypothetical protein P Hypothetical	coenzyme A biosynthetic process (GO:0015937)	ATP binding (GO:0005524); dephospho-CoA kinase activity (GO:0004140)
slr0554	slr0554	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0556	slr0556	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0556-as	slr0556-as	asRNA	N/A	N/A	N/A
slr0557	valS	valyl-tRNA synthetase	valyl-tRNA synthetase M Translation M1 Aminoacyl tRNA synthetases and tRNA modification	tRNA aminoacylation for protein translation (GO:0006418); translation (GO:0006412); valyl-tRNA aminoacylation (GO:0006438); cytoplasm (GO:0005737)	ATP binding (GO:0005524); aminoacyl-tRNA ligase activity (GO:0004812); nucleotide binding (GO:0000166); valine-tRNA ligase activity (GO:0004832)
slr0557-as	slr0557-as	asRNA	N/A	N/A	N/A
slr0559	natB	periplasmic binding protein of ABC transporter for natural amino acids	periplasmic binding protein of ABC transporter for natural amino acids N Transport and binding proteins	N/A	N/A
slr0565	slr0565	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0569	slr0569	unknown protein	unknown protein Z Unknown	N/A	N/A
slr0572	slr0572	unknown protein	unknown protein Z Unknown	N/A	N/A
slr0573	slr0573	unknown protein	unknown protein Z Unknown	N/A	N/A
slr0574	cyp	cytochrome P450	cytochrome P450 G Fatty acid; phospholipid and sterol metabolism	oxidation reduction (GO:0055114)	electron carrier activity (GO:0009055); heme binding (GO:0020037); iron ion binding (GO:0005506); monooxygenase activity (GO:0004497)
slr0575	slr0575	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0579	slr0579	unknown protein	unknown protein Z Unknown	N/A	N/A
slr0580	slr0580	aluminum resistance protein homolog	aluminum resistance protein homolog O Other categories O3 Drug and analog sensitivity	N/A	catalytic activity (GO:0003824); pyridoxal phosphate binding (GO:0030170)
slr0581	slr0581	unknown protein	unknown protein Z Unknown	N/A	N/A
slr0582	slr0582	unknown protein	unknown protein Z Unknown	N/A	N/A
slr0583	slr0583	similar to GDP-fucose synthetase	similar to GDP-fucose synthetase C Cell envelope C3 Surface polysaccharides; lipopolysaccharides and antigens	cellular metabolic process (GO:0044237); metabolic process (GO:0008152)	binding (GO:0005488); catalytic activity (GO:0003824); coenzyme binding (GO:0050662)
slr0585	argG	argininosuccinate synthetase	argininosuccinate synthetase A Amino acid biosynthesis A4 Glutamate family / Nitrogen assimilation	arginine biosynthetic process (GO:0006526)	ATP binding (GO:0005524); argininosuccinate synthase activity (GO:0004055)
slr0586	slr0586	hypothetical protein	hypothetical protein P Hypothetical	metabolic process (GO:0008152)	catalytic activity (GO:0003824)
slr0587	slr0587	unknown protein	unknown protein Z Unknown	N/A	N/A
slr0588	slr0588	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0589	slr0589	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0590	slr0590	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
slr0591	slr0591	ribonucleoside-diphosphate reductase beta chain	ribonucleoside-diphosphate reductase beta chain I Purines; pyrimidines; nucleosides; and nucleotides I3 Purine ribonucleotide biosynthesis	deoxyribonucleoside diphosphate metabolic process (GO:0009186); oxidation reduction (GO:0055114)	oxidoreductase activity (GO:0016491); ribonucleoside-diphosphate reductase activity (GO:0004748); transition metal ion binding (GO:0046914)
slr0592	slr0592	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
