location	TU ID	TU start	TU end	Strand	TU type	alternative starts	Internal starts	5'UTR	3'UTR	genes	15C	42C	-CO2	Darkness	-Fe	Hl	-N	-P	Exp. p.	Stat. p.	Max cond.	Max reads	Average	Max/Avg	UEF	Sense tags	Annotation	Antisense TUs	Antisense tags
Chr	TU1652	1609975	1609695	-	a	NA	NA	NA	NA	0	479	0	249	0	755	862	75	291	1793	0	exp. P.	1793	450.4	3.98	2.08	NA	NA	TU1651	"ssr2554, slr1518"
Chr	TU1653	1610784	1611599	+	g	NA	NA	72	NA	2	24112	17744	19960	206	14659	10898	12611	17059	7589	11663	15C	24112	13650.1	1.77	1.21	"slr1519, slr1520"	"hypothetical protein , oxidoreductase, aldo/keto reductase family"	NA	NA
Chr	TU1654	1612632	1613232	+	g	NA	NA	165	NA	1	719	100	499	0	504	121	640	699	232	405	15C	719	391.9	1.83	1.03	slr1521	GTP-binding protein HflX	NA	NA
Chr	TU1655	1614460	1615568	+	g	NA	NA	112	NA	1	192	767	403	336	986	850	791	582	909	270	-Fe	986	608.6	1.62	1.08	slr1522	transposase	NA	NA
Chr	TU1656	1615794	1615693	-	n	NA	NA	NA	NA	0	431	133	19	0	546	434	151	233	34	45	-Fe	546	202.6	2.69	1.26	NA	NA	NA	NA
Chr	TU1657	1615945	1615846	-	a	NA	NA	NA	NA	0	767	167	249	19	273	241	264	291	70	135	15C	767	247.6	3.1	2.64	NA	NA	NA	slr1523
pSYSM	TU5069	61467	60231	-	gai	61263	61264	268	60	1	1247	667	1170	187	1929	1779	4555	1980	1757	225	-N	4555	1549.6	2.94	2.3	sll5059	two-component response regulator	TU5070	slr5058
Chr	TU1658	1616694	1616311	-	a	NA	NA	NA	310	0	4985	767	1822	37	4292	1628	5195	3105	1474	90	-N	5195	2339.5	2.22	1.04	ncl0780	NA	TU1659	"slr1523, slr1524"
Chr	TU1661	1618489	1618590	+	a	NA	NA	NA	NA	0	1342	233	863	168	686	374	941	854	249	0	15C	1342	571	2.35	1.43	NA	NA	TU1660	"sll2001, ssl2749, sll1411"
Chr	TU1662	1618693	1618794	+	a	NA	NA	NA	NA	0	671	700	1476	19	546	573	1167	796	302	135	-CO2	1476	638.5	2.31	1.26	NA	NA	TU1660	"sll2001, ssl2749, sll1411"
Chr	TU1660	1619636	1616873	-	ga	NA	1618968	31	503	3	575	167	249	0	1511	1212	565	893	667	0	-Fe	1511	583.9	2.59	1.25	"sll2001, ssl2749, sll1411"	"leucine aminopeptidase , hypothetical protein , hypothetical protein"	"TU1659, TU1661, TU1662"	slr1524
Chr	TU1663	1619751	1620013	+	ga	NA	NA	11	137	1	6280	1634	1994	318	15270	10868	1581	5434	6961	495	-Fe	15270	5083.5	3	1.41	"6803t16, ncr0650"	"tRNA-OTHER, ncRNA"	TU1664	NA
Chr	TU1664	1619905	1619813	-	a	NA	NA	NA	NA	0	623	267	575	37	418	265	1242	951	155	0	-N	1242	453.3	2.74	1.31	NA	NA	TU1663	"6803t16, ncr0650"
Chr	TU1665	1620014	1621965	+	ga	NA	1620795	23	84	4	240	0	383	0	129	145	339	427	744	0	exp. P.	744	240.7	3.09	1.74	"ssr3570, ssr3571, ssr3572, slr2107"	"unknown protein , hypothetical protein , hypothetical protein , probable polysaccharide ABC transporter permease p rotein"	"TU1666, TU1667"	NA
Chr	TU1666	1620220	1620121	-	a	NA	NA	NA	NA	0	96	33	134	0	514	277	264	233	348	45	-Fe	514	194.4	2.64	1.48	NA	NA	TU1665	"ssr3570, ssr3571, ssr3572, slr2107"
Chr	TU1667	1621301	1620709	-	a	1621080	NA	NA	NA	0	1102	300	632	0	1168	941	1167	1068	486	270	-Fe	1168	713.4	1.64	1	NA	NA	TU1665	"ssr3570, ssr3571, ssr3572, slr2107"
Chr	TU1668	1621970	1624514	+	ga	NA	1623049	8	1421	1	479	33	614	0	541	193	1430	776	672	45	-N	1430	478.3	2.99	1.84	slr2108	polysialic acid transport ATP-binding protein KpsT	TU1669	"sll1997, sll1998, sll1999"
Chr	TU1670	1625102	1626136	+	ga	NA	NA	189	41	2	2253	1468	1093	953	1131	1104	1016	2251	82	2837	stat. P.	2837	1418.8	2	1.26	"slr2110, slr2111"	"unknown protein , unknown protein"	"TU1669, TU1671"	"sll1997, sll1998, sll1999"
Chr	TU1669	1625616	1623088	-	ga	1625615	NA	521	42	3	384	33	556	19	916	712	1167	738	817	45	-N	1167	538.7	2.17	1.27	"sll1997, sll1998, sll1999"	"putative transposase [ISY203_h2] , putative transposase [ISY100_d] , putative transposase [ISY203_h1]"	"TU1668, TU1670"	"slr2108, slr2110, slr2111"
Chr	TU1672	1626137	1627029	+	ga	NA	1626778	28	NA	3	192	200	307	112	86	187	301	563	292	405	-P	563	264.5	2.13	1.39	"slr2112, slr2113, slr2114"	"putative transposase [ISY100_o] , putative transposase [ISY100_o] , perosamine synthetase"	TU1671	NA
Chr	TU1671	1627460	1626094	-	a	NA	NA	NA	NA	0	144	233	537	93	204	157	301	252	70	135	-CO2	537	212.6	2.53	1.78	NA	NA	"TU1670, TU1672"	"slr2110, slr2111, slr2112, slr2113, slr2114"
Chr	TU1673	1627476	1631403	+	gi	NA	NA	563	NA	4	240	434	364	168	573	603	565	602	437	90	HL	603	407.6	1.48	1	"slr2115, slr2116, slr2117, slr2118"	"unknown protein , probable glycosyltransferase , hypothetical protein , unknown protein"	NA	NA
Chr	TU1674	1632439	1633400	+	gi	NA	NA	99	26	1	431	500	709	0	622	537	866	951	510	180	-P	951	530.6	1.79	1.1	slr2119	unknown protein	NA	NA
Chr	TU1675	1633401	1633689	+	g	NA	NA	21	NA	1	959	400	748	0	488	386	753	524	140	45	15C	959	444.3	2.16	1.27	slr2120	hypothetical protein	NA	NA
Chr	TU1676	1634598	1634722	+	i	NA	NA	NA	NA	0	96	233	192	598	171	253	489	679	80	0	-P	679	279.1	2.43	1.14	slr2121	hypothetical protein 	NA	NA
Chr	TU364	380770	381230	+	gai	"380796, 380908"	380908	407	NA	1	2061	767	2033	93	1763	1128	4179	1863	1211	135	-N	4179	1523.3	2.74	2.03	slr1077	probable glycosyltransferase	TU363	NA
Chr	TU1678	1639102	1637740	-	a	NA	NA	NA	NA	0	144	0	19	112	359	543	188	97	201	0	HL	543	166.3	3.27	1.51	NA	NA	TU1677	"slr2122, slr2123, slr2124, slr2125, slr2126"
Chr	TU1679	1640681	1641005	+	ga	NA	NA	105	NA	1	431	267	422	75	546	271	979	485	213	0	-N	979	368.9	2.65	1.79	slr2128	hypothetical protein	TU1680	NA
Chr	TU1680	1641193	1640858	-	a	NA	NA	NA	NA	0	144	100	230	93	177	145	753	524	377	135	-N	753	267.8	2.81	1.44	NA	NA	TU1679	slr2128
Chr	TU1681	1643636	1641758	-	g	NA	"1642314, 1642896"	36	NA	3	23201	1601	10143	37	27046	28057	6098	17389	61832	2792	exp. P.	61832	17819.6	3.47	2.2	"ssl3803, sll1994, sll1995"	"hypothetical protein , porphobilinogen synthase (5-aminolevulinate dehydr atase) , hypothetical protein"	NA	NA
Chr	TU1682	1643656	1644849	+	g	NA	1644380	26	82	1	2876	367	1055	56	1784	2244	678	1145	797	225	15C	2876	1122.7	2.56	1.28	slr2130	3-dehydroquinate synthase	NA	NA
Chr	TU1683	1644850	1648464	+	ga	NA	NA	55	127	2	1917	100	1285	0	1023	627	1807	155	116	225	15C	1917	725.5	2.64	1.06	"slr2131, ssr3588"	"RND multidrug efflux transporter , hypothetical protein"	TU1684	"ncl0790, sll1239, sll1240, sll1241"
Chr	TU1685	1649197	1649247	+	a	NA	NA	NA	NA	0	336	33	173	0	188	84	565	291	77	0	-N	565	174.7	3.23	1.68	NA	NA	TU1684	"ncl0790, sll1239, sll1240, sll1241"
Chr	TU1684	1650732	1648087	-	ga	NA	NA	289	594	3	2157	1368	3030	280	2620	1146	2899	2678	11301	360	exp. P.	11301	2783.9	4.06	3.73	"ncl0790, sll1239, sll1240, sll1241"	"ncRNA, unknown protein , unknown protein , unknown protein"	"TU1683, TU1685"	"slr2131, ssr3588"
Chr	TU1686	1650855	1652860	+	ga	NA	NA	34	502	1	1678	834	709	150	1645	1888	1016	485	602	315	HL	1888	932.2	2.03	1.13	slr1322	putative modulator of DNA gyrase	"TU1687, TU1688"	sll1237
Chr	TU1687	1651657	1651105	-	a	NA	NA	NA	NA	0	1726	33	153	0	584	826	0	349	1561	315	15C	1726	554.7	3.11	1.11	NA	NA	TU1686	slr1322
Chr	TU1688	1652325	1651984	-	a	NA	NA	NA	NA	0	959	67	345	0	563	513	188	505	408	90	15C	959	363.8	2.64	1.7	NA	NA	TU1686	slr1322
Chr	TU1690	1653421	1654847	+	ai	NA	NA	NA	NA	0	623	167	403	280	375	259	1054	485	97	135	-N	1054	387.8	2.72	1.69	NA	NA	"TU1689, TU1691, TU1692"	sll1237
Chr	TU1689	1653837	1653220	-	ga	1653836	NA	541	NA	1	5369	2601	3183	112	6312	4813	2786	3105	6867	1396	exp. P.	6867	3654.4	1.88	1.09	sll1237	protoporphyrinogen oxidase	TU1690	NA
Chr	TU1691	1654077	1653978	-	a	NA	NA	NA	NA	0	767	100	211	0	477	482	38	388	536	45	15C	767	304.4	2.52	1.43	NA	NA	TU1690	NA
Chr	TU1693	1654918	1655409	+	ga	NA	NA	25	269	1	6567	5804	19136	1775	13845	4765	1957	2329	5627	6169	-CO2	19136	6797.4	2.82	1.38	ssr2194	unknown protein	"TU1692, TU1694"	sll1236
Chr	TU1692	1655039	1654443	-	a	NA	NA	NA	NA	0	3260	634	1611	37	2454	875	791	1106	785	315	15C	3260	1186.8	2.75	1.33	NA	NA	"TU1690, TU1693"	ssr2194
Chr	TU1694	1655712	1655128	-	ga	NA	NA	40	161	1	911	534	1016	0	1409	1146	301	427	619	225	-Fe	1409	658.8	2.14	1.23	sll1236	unknown protein	TU1693	ssr2194
Chr	TU1695	1655724	1655862	+	n	NA	NA	NA	56	0	2349	2068	2032	617	3392	4801	979	660	1114	2071	HL	4801	2008.3	2.39	1.42	ncr0670	NA	NA	NA
Chr	TU1696	1655863	1655913	+	n	NA	NA	NA	NA	0	383	67	479	0	718	567	1054	291	150	135	-N	1054	384.4	2.74	1.47	NA	NA	NA	NA
Chr	TU1697	1655914	1658559	+	ga	NA	NA	129	95	1	719	1801	3030	93	1527	748	5684	3299	689	180	-N	5684	1777	3.2	1.72	"slr1325, ncr0680"	"GTP pyrophosphokinase , ncRNA"	"TU1698, TU1699"	sll1234
Chr	TU1698	1658366	1657950	-	a	NA	NA	NA	NA	0	911	33	537	37	718	458	264	737	925	135	exp. P.	925	475.5	1.95	1.02	NA	NA	TU1697	"slr1325, ncr0680"
Chr	TU1700	1659623	1659994	+	a	NA	NA	NA	NA	0	1678	67	594	19	1307	1134	1054	1106	1561	180	15C	1678	870	1.93	1.07	NA	NA	"TU1699, TU1701"	sll1234
Chr	TU1699	1659819	1658441	-	ga	NA	1658534	31	70	1	48415	2268	7766	0	38560	47429	24468	10694	19625	3062	15C	48415	20228.7	2.39	1.02	sll1234	S-adenosyl-L-homocysteine hydrolase	"TU1697, TU1700"	"slr1325, ncr0680"
Chr	TU1702	1660041	1661389	+	ga	NA	NA	28	678	2	527	600	863	19	2432	1122	1355	1300	1109	360	-Fe	2432	968.7	2.51	1.79	"ssr2201, slr1327"	"unknown protein , hypothetical protein"	TU1701	NA
Chr	TU1701	1661494	1659919	-	ai	NA	NA	NA	NA	0	911	233	997	0	922	470	1506	835	715	270	-N	1506	685.9	2.2	1.51	NA	NA	"TU1700, TU1702"	"ssr2201, slr1327"
Chr	TU1703	1663805	1663571	-	i	NA	NA	NA	NA	0	336	0	153	0	370	507	38	175	892	45	exp. P.	892	251.6	3.55	1.76	sll1229	two-component hybrid sensor and regulator 	NA	NA
Chr	TU1704	1664385	1664028	-	i	NA	NA	NA	NA	0	336	0	345	19	375	259	1054	252	155	45	-N	1054	284	3.71	2.81	sll1229	two-component hybrid sensor and regulator 	NA	NA
Chr	TU1705	1664946	1664616	-	gi	NA	NA	256	NA	1	11361	834	4084	598	3231	2672	6287	3590	2010	675	15C	11361	3534.2	3.21	1.81	sll1229	hybrid sensory kinase	NA	NA
Chr	TU1707	1665227	1665346	+	a	NA	NA	NA	NA	0	240	1267	1745	75	2159	2081	1242	2212	681	766	-P	2212	1246.8	1.77	1.02	NA	NA	TU1706	sll1228
Chr	TU1708	1665833	1665932	+	a	NA	NA	NA	NA	0	2445	500	1419	0	2240	1749	1205	1553	1409	270	15C	2445	1279	1.91	1.09	NA	NA	TU1706	sll1228
Chr	TU1709	1666864	1668392	+	ga	1666909	NA	68	9	1	8197	600	2281	74	7555	10838	1732	4638	7968	901	HL	10838	4478.4	2.42	1.32	slr1329	ATP synthase F0F1 subunit beta	"TU1706, TU1710"	sll1228
Chr	TU1706	1666897	1665076	-	ga	NA	NA	198	NA	1	3643	2435	3202	766	4281	4602	4404	4114	8626	991	exp. P.	8626	3706.4	2.33	1.87	sll1228	hybrid sensory kinase	"TU1707, TU1708, TU1709"	slr1329
Chr	TU1710	1667167	1667068	-	a	NA	NA	NA	NA	0	575	0	77	0	423	519	715	369	1302	135	exp. P.	1302	411.5	3.16	1.82	NA	NA	TU1709	slr1329
Chr	TU1711	1668393	1670906	+	g	NA	NA	138	NA	3	2684	1568	2301	841	2781	3311	3501	2562	423	1351	-N	3501	2132.3	1.64	1.06	"slr1330, slr1331, slr1332"	"ATP synthase epsilon chain of CF(1) , periplasmic processing protease , beta ketoacyl-acyl carrier protein synthase"	NA	NA
Chr	TU1712	1671414	1671313	-	a	NA	NA	NA	NA	0	815	434	1381	19	413	157	565	291	396	180	-CO2	1381	465.1	2.97	1.69	NA	NA	NA	slr1332
Chr	TU1713	1671919	1672052	+	an	NA	NA	NA	3	0	74875	7805	73169	5588	206898	478026	317375	29228	62620	17698	HL	478026	127328.2	3.75	1.51	psrR1	ncRNA	TU1714	"ncl0800, sll1220, sll1221, sll1222, sll1223, sll1224, ssl2420, sll1225, sll1226"
Chr	TU1714	1678733	1671953	-	ga	NA	1677778	168	118	8	1486	867	2550	411	1613	1200	7604	7220	2295	991	-N	7604	2623.7	2.9	1.05	"ncl0800, sll1220, sll1221, sll1222, sll1223, sll1224, ssl2420, sll1225, sll1226"	"ncRNA, putative diaphorase subunit of the bidirectional h ydrogenase , diaphorase subunit of the bidirectional hydrogenas e , hypothetical protein , diaphorase subunit of the bidirectional hydrogenas e , hydrogenase subunit of the bidirectional hydrogena se , unknown protein , unknown protein , hydrogenase subunit of the bidirectional hydrogena se"	TU1713	SyR1
Chr	TU1715	1678974	1679736	+	g	NA	NA	543	NA	1	181724	4005140	1987021	11543131	71672	131154	96067	739812	983683	4795683	Dark	11543131	2453508.7	4.7	2.41	"ncr0700, ncr0710, ssr2227"	"ncRNA SyR13, ncRNA, putative transposase"	NA	NA
Chr	TU1717	1680612	1682084	+	ga	NA	NA	50	NA	1	336	33	192	56	477	537	301	311	321	0	HL	537	256.4	2.09	1.13	slr1334	phosphoglucomutase/phosphomannomutase	"TU1716, TU1718"	ncl0810
Chr	TU1716	1680811	1680308	-	a	NA	NA	NA	26	0	240	67	230	0	182	84	565	233	101	0	-N	565	170.2	3.32	2.35	ncl0810	NA	TU1717	slr1334
Chr	TU1718	1682203	1681525	-	ai	NA	NA	NA	NA	0	719	0	58	0	0	6	301	0	0	0	15C	719	108.4	6.63	2.39	NA	NA	TU1717	slr1334
Chr	TU1719	1682329	1682206	-	g	NA	NA	2	NA	1	45683	300	10181	37	10753	15054	15058	3338	10491	1711	15C	45683	11260.6	4.06	3.03	sll1219	hypothetical protein	NA	NA
Chr	TU1721	1683022	1683320	+	a	NA	NA	NA	NA	0	1822	800	2032	0	1447	669	2748	1300	186	901	-N	2748	1190.5	2.31	1.35	NA	NA	TU1720	"sll1217, sll1218"
Chr	TU1722	1683482	1683804	+	a	NA	NA	NA	NA	0	575	33	115	0	354	181	414	175	297	45	15C	575	218.9	2.63	1.39	NA	NA	TU1720	"sll1217, sll1218"
Chr	TU1720	1684398	1682593	-	ga	NA	1683675	138	277	2	575	200	422	37	718	929	301	524	283	135	HL	929	412.4	2.25	1.29	"sll1217, sll1218"	"unknown protein , hypothetical protein YCF39"	"TU1721, TU1722"	NA
Chr	TU1723	1684420	1684820	+	ga	NA	NA	77	129	1	336	300	1917	112	2315	1472	1957	2814	1568	45	-P	2814	1283.6	2.19	1.22	ssr1375	hypothetical protein	TU1724	NA
Chr	TU1724	1684595	1684468	-	a	NA	NA	NA	NA	0	2013	0	288	0	820	277	414	252	106	45	15C	2013	421.5	4.78	2.45	NA	NA	TU1723	ssr1375
Chr	TU1725	1684821	1687261	+	ga	NA	1685288	107	43	2	8341	33	1227	0	4661	7093	2146	990	4120	270	15C	8341	2888.1	2.89	1.18	"slr0804, slr0806"	"probable D-alanyl-D-alanine carboxypeptidase , hypothetical protein"	"TU1726, TU1727"	"sll0819, sml0008"
Chr	TU1726	1687107	1687008	-	a	NA	NA	NA	NA	0	288	267	134	206	268	247	565	602	162	135	-P	602	287.4	2.09	1.07	NA	NA	TU1725	"slr0804, slr0806"
Chr	TU1728	1688162	1689046	+	ga	NA	NA	51	NA	1	431	67	211	19	482	772	75	252	524	0	HL	772	283.3	2.73	1.47	slr0807	DNA-binding.iron metalloprotein.AP endonuclease	"TU1727, TU1729, TU1730, TU1731"	"sll0819, sml0008"
Chr	TU1727	1688214	1687235	-	ga	NA	NA	161	91	2	20277	9539	40879	56	45156	22876	38999	76601	67568	11618	-P	76601	33356.9	2.3	1.13	"sll0819, sml0008"	"photosystem I reaction center subunit III precurso r (PSI-F), plastocyanin (cyt c553) docking protein , photosystem I subunit IX"	"TU1725, TU1728"	"slr0804, slr0806, slr0807"
Chr	TU1729	1688266	1688215	-	a	NA	NA	NA	NA	0	1821	1034	2435	0	3766	2665	2183	4327	2605	675	-P	4327	2151.1	2.01	1.15	NA	NA	TU1728	slr0807
Chr	TU1730	1688371	1688267	-	a	NA	NA	NA	NA	0	240	467	307	0	423	416	75	524	389	135	-P	524	297.6	1.76	1.12	NA	NA	TU1728	slr0807
Chr	TU1731	1688825	1688743	-	a	NA	NA	NA	NA	0	623	67	211	0	139	440	226	272	109	315	15C	623	240.2	2.59	1.42	NA	NA	TU1728	slr0807
Chr	TU1732	1689074	1689403	+	gi	NA	NA	239	NA	1	1007	67	422	0	434	247	2070	175	70	45	-N	2070	453.7	4.56	2.06	slr0808	16S rRNA-processing protein RimM	NA	NA
Chr	TU1733	1689559	1689877	+	i	NA	NA	NA	NA	0	192	634	460	355	332	386	565	563	179	585	42C	634	425.1	1.49	1.08	slr0808	16S rRNA processing protein RimM homolog 	NA	NA
Chr	TU1734	1689983	1691738	+	ga	NA	1691091	22	296	2	2780	1001	1591	0	3145	2485	2710	1747	4767	135	exp. P.	4767	2036.1	2.34	1.52	"slr0809, slr0810"	"dTDP-glucose 4,6-dehydratase , hypothetical protein"	TU1735	"ssl1520, sll0818"
Chr	TU1735	1692591	1691468	-	ga	NA	1692159	32	25	2	2445	1368	1668	19	2727	1888	5157	3881	860	675	-N	5157	2068.8	2.49	1.33	"ssl1520, sll0818"	"unknown protein , tetrapyrrole methylase family protein"	TU1734	"slr0809, slr0810"
Chr	TU1736	1692610	1693058	+	a	NA	NA	NA	NA	0	671	100	1016	0	1500	748	602	505	606	45	-Fe	1500	579.3	2.59	1.48	NA	NA	NA	sll0817
Chr	TU1738	1694068	1694181	+	a	NA	NA	NA	NA	0	671	0	307	19	354	609	565	291	191	45	15C	671	305.2	2.2	1.1	NA	NA	TU1737	"ncl0820, sll0815, sll0816, sll0817"
Chr	TU1739	1694339	1694883	+	a	NA	NA	NA	NA	0	3931	0	192	0	1104	1815	715	621	662	270	15C	3931	931	4.22	2.17	NA	NA	TU1737	"ncl0820, sll0815, sll0816, sll0817"
Chr	TU1737	1695781	1693479	-	ga	NA	1694985	270	NA	3	99131	61171	128640	83597	86106	144399	79203	94999	247999	112536	exp. P.	247999	113778.1	2.18	1.72	"ncl0820, sll0815, sll0816, sll0817"	"ncRNA, unknown protein , probable oxidoreductase , tRNA delta-2-isopentenylpyrophosphate (IPP) transf erase"	"TU1738, TU1739"	NA
Chr	TU1741	1696721	1697108	+	a	NA	NA	NA	NA	0	2253	1534	3125	897	1865	1273	1732	2271	307	2522	-CO2	3125	1777.9	1.76	1.24	NA	NA	"TU1740, TU1742"	"sll0813, sll0814, ncl0820"
Chr	TU1740	1696820	1695782	-	ga	NA	NA	23	NA	1	1534	400	422	56	2529	5078	640	466	1440	180	HL	5078	1274.5	3.98	2.01	"sll0814, ncl0820"	"hypothetical protein , ncRNA"	TU1741	NA
Chr	TU1743	1697302	1697401	+	a	NA	NA	NA	NA	0	336	33	115	0	364	187	38	58	541	0	exp. P.	541	167.2	3.24	1.49	NA	NA	TU1742	sll0813
Chr	TU1744	1697951	1698585	+	ga	NA	NA	42	NA	1	959	0	115	0	364	706	151	155	527	90	15C	959	306.7	3.13	1.36	slr0812	pantothenate kinase	TU1742	sll0813
Chr	TU1742	1698086	1696821	-	ga	NA	NA	173	190	1	1774	300	786	0	2920	3426	2710	1242	2788	180	HL	3426	1612.6	2.12	1.17	sll0813	cytochrome C oxidase subunit II	"TU1741, TU1743, TU1744"	slr0812
Chr	TU1745	1698775	1699870	+	ga	NA	NA	36	NA	1	527	0	19	0	102	103	113	19	56	0	15C	527	93.9	5.61	4.66	slr0813	ceramide glucosyltransferase	TU1746	NA
Chr	TU1746	1699919	1699818	-	a	NA	NA	NA	NA	0	911	0	364	0	204	121	0	116	39	90	15C	911	184.5	4.94	2.5	NA	NA	TU1745	slr0813
Chr	TU1747	1700498	1700276	-	g	NA	NA	67	NA	1	240	100	537	37	375	259	1280	175	109	45	-N	1280	315.7	4.05	2.38	sll0812	hypothetical protein	NA	NA
Chr	TU1748	1700655	1700855	+	n	NA	NA	NA	12	0	7334	1034	6078	75	8047	10350	5496	4250	16501	495	exp. P.	16501	5966	2.77	1.59	ncr0720	NA	NA	NA
Chr	TU1749	1700856	1702527	+	ga	NA	NA	37	409	3	863	534	1726	318	2272	1966	4254	2504	590	180	-N	4254	1520.7	2.8	1.7	"ssr1386, slr0815, slr0816"	"NADH dehydrogenase subunit NdhL , hypothetical protein , hypothetical protein"	NA	sll0811
Chr	TU1751	1703266	1703646	+	a	NA	NA	NA	NA	0	1726	2335	1783	841	1645	736	2146	1300	662	1036	42C	2335	1421	1.64	1.09	NA	NA	TU1750	"sll0809, sll0810, sll0811"
Chr	TU1750	1703319	1702592	-	ga	NA	"1703077, 1702915"	93	NA	2	623	400	1265	0	702	332	1129	718	271	585	-CO2	1265	602.5	2.1	1.12	"sll0810, sll0811"	"unknown protein , unknown protein"	TU1751	NA
pSYSM	TU5054	47421	46080	-	gai	"47172, 47173, 47175"	NA	481	NA	1	2493	166	595	19	1682	1388	4104	1514	1382	225	-N	4104	1356.8	3.02	1.65	sll5048	probable glycosyltransferase	TU5055	NA
Chr	TU1753	1704650	1704551	-	a	NA	NA	NA	NA	0	1007	33	499	0	680	416	1430	388	452	45	-N	1430	495	2.89	1.42	NA	NA	TU1752	slr0817
Chr	TU1754	1705843	1707529	+	ga	NA	NA	25	NA	2	431	567	307	280	530	567	903	1145	208	45	-P	1145	498.3	2.3	1.27	"slr0818, slr0819"	"hypothetical protein , apolipoprotein N-acyltransferase"	TU1755	NA
Chr	TU1755	1708222	1707144	-	a	NA	NA	NA	NA	0	144	500	307	0	300	259	301	330	92	45	42C	500	227.8	2.19	1.52	NA	NA	TU1754	"slr0818, slr0819"
Chr	TU1756	1708361	1708642	+	i	NA	NA	NA	NA	0	767	367	1150	37	1618	1773	1280	893	807	135	HL	1773	882.7	2.01	1.1	slr0819	apolipoprotein N-acyltransferase 	NA	NA
Chr	TU1757	1709147	1709355	+	gi	1709189	NA	85	NA	1	1581	133	652	187	712	543	979	1261	618	180	15C	1581	684.6	2.31	1.25	slr0820	glucosyltransferase	NA	NA
Chr	TU1758	1709470	1709557	+	i	NA	NA	NA	NA	0	623	167	556	56	252	271	753	679	92	811	stat. P.	811	426	1.9	1.08	slr0820	probable glycosyltransferase 	NA	NA
Chr	TU1759	1710124	1711124	+	ai	NA	NA	NA	NA	0	2732	33	288	0	1013	911	264	912	471	135	15C	2732	675.9	4.04	2.7	NA	NA	NA	"sll0808, ssl1507"
Chr	TU1760	1711703	1711754	+	n	NA	NA	NA	NA	0	1150	0	230	0	922	567	903	427	1745	45	exp. P.	1745	598.9	2.91	1.52	NA	NA	NA	NA
Chr	TU1761	1711755	1711962	+	n	NA	NA	NA	NA	0	479	133	403	0	847	1080	452	408	2622	135	exp. P.	2622	655.9	4	2.43	ncr0730	NA	NA	NA
Chr	TU1762	1712079	1712529	+	ga	NA	NA	55	120	1	5081	2735	6136	206	9869	8625	5985	7181	3856	495	-Fe	9869	5016.9	1.97	1.14	slr0821	hypothetical protein	TU1763	"sll0807, SyR48"
Chr	TU1764	1712959	1713127	+	a	NA	NA	NA	NA	0	336	367	211	841	622	398	414	213	191	540	Dark	841	413.3	2.03	1.35	NA	NA	TU1763	"sll0807, SyR48"
Chr	TU1763	1713295	1712241	-	ga	NA	1712837	39	193	1	20612	3969	16912	75	23601	25289	6399	15080	20582	5494	HL	25289	13801.3	1.83	1.07	"sll0807, SyR48"	"pentose-5-phosphate-3-epimerase , ncRNA"	"TU1762, TU1764"	slr0821
Chr	TU1765	1713364	1715135	+	ga	NA	NA	45	NA	1	767	8338	4583	8111	2347	1996	2748	3765	995	6980	42C	8338	4063	2.05	1.03	slr0822	cation-transporting ATPase E1-E2 ATPase	TU1766	NA
Chr	TU1766	1713556	1713455	-	a	NA	NA	NA	NA	0	671	0	96	0	605	1339	151	233	1416	90	exp. P.	1416	460.1	3.08	1.06	NA	NA	TU1765	slr0822
Chr	TU1767	1715260	1715538	+	i	NA	NA	NA	NA	0	383	0	211	93	348	754	452	757	22	225	-P	757	324.5	2.33	1	slr0822	cation-transporting P-type ATPase PacL 	NA	NA
Chr	TU1769	1715645	1715885	+	i	1715674	NA	NA	NA	0	815	1368	1227	37	1066	1327	1355	1863	3987	360	exp. P.	3987	1340.5	2.97	2.14	slr0822	cation-transporting P-type ATPase PacL 	NA	NA
Chr	TU1768	1715649	1715548	-	a	NA	NA	NA	NA	0	192	33	96	0	477	519	38	213	577	90	exp. P.	577	223.5	2.58	1.11	NA	NA	NA	slr0822
Chr	TU1771	1716356	1717316	+	ga	NA	NA	23	416	1	1150	434	1074	19	927	615	1016	485	788	90	15C	1150	659.8	1.74	1.07	slr0823	photosystem I assembly protein Ycf3	"TU1770, TU1772, TU1773"	"sll0802, sll0803, sll0804"
Chr	TU1770	1716431	1716266	-	a	NA	NA	NA	NA	0	719	0	153	0	402	362	151	213	343	90	15C	719	243.3	2.96	1.79	NA	NA	TU1771	slr0823
Chr	TU1772	1716713	1716629	-	a	NA	NA	NA	NA	0	1055	67	173	0	434	561	301	116	174	315	15C	1055	319.6	3.3	1.88	NA	NA	TU1771	slr0823
Chr	TU1773	1719280	1716861	-	ga	NA	"1718925, 1717764"	17	71	3	192	100	173	336	295	277	339	505	176	360	-P	505	275.3	1.83	1.4	"sll0802, sll0803, sll0804"	"hypothetical protein , hypothetical protein , hypothetical protein"	TU1771	slr0823
Chr	TU1774	1719354	1719281	-	n	NA	NA	NA	NA	0	48	100	211	0	0	6	0	19	0	901	stat. P.	901	128.5	7.01	4.27	NA	NA	NA	NA
Chr	TU1775	1719622	1719355	-	g	NA	NA	81	1	1	4027	600	2090	0	5154	2798	1807	6560	6398	811	-P	6560	3024.5	2.17	1.03	ssl1498	hypothetical protein	NA	NA
